,Index,timestamp,throttle_ref,yaw,pitch,roll,tof_measurement,accX,accY,accZ,altitude_ref,RC_data,mot_FL,mot_FR,mot_BL,mot_BR,KF_altitutde_est,KF_velocity_z_est,KF_alpha_est,KF_beta_est
252,3520,60.168496149000006,0.4357142857142856,0.2057584070173425,0.0893660693391205,0.1099059940766657,[nan],-0.03,-0.05,-0.99,[3.1],"4.935,0.189,0.104,1392.,0.622,0.644,0.139,0.995,18",1431.0,1308.0,1358.0,1446.0,2.7608933445583617,0.1668974970063273,22.322725760443408,-9.495382345627933
253,3530,60.414500649000004,0.4528571428571427,0.1655304185757699,0.0915562248946137,0.1080905632896486,[nan],-0.01,0.06,-1.07,[3.1],"4.935,0.167,0.093,1407.,0.622,0.645,0.139,0.995,18",1434.0,1361.0,1390.0,1456.0,2.6929512483495843,0.0895544958004465,22.317460447028,-9.495205504625154
254,3540,60.653929649000005,0.4407142857142856,0.1635960171504965,0.0732806431604289,0.0863538277516458,[nan],-0.1,-0.0,-0.96,[3.1],"4.935,0.132,0.077,1396.,0.622,0.645,0.139,0.995,18",1408.0,1370.0,1392.0,1424.0,2.722669193316476,0.1543863501006182,22.31618822298844,-9.495157299911288
255,3550,60.906290834,0.445,0.1442480380887165,0.0727032180108302,0.1056237793355811,[nan],-0.04,0.06,-1.0,[3.11],"4.935,0.103,0.076,1400.,0.622,0.644,0.139,0.970,18",1418.0,1361.0,1382.0,1437.0,2.724378143569095,0.125203601626085,22.313335843481216,-9.495065222053851
256,3560,61.14558179699999,0.4507142857142857,0.1420261573888656,0.0556273466465975,0.0641417814381976,[nan],-0.14,0.01,-0.94,[3.18035714],"5.010,0.050,0.065,1405.,0.622,0.644,0.139,0.77,18",1399.0,1375.0,1395.0,1430.0,2.7239957607113188,0.1210293767273862,22.310527485649203,-9.494974302890403
257,3570,61.381318038,0.46,0.1413249629404902,0.0356833793487663,0.0626946585041946,[nan],0.08,-0.06,-1.12,[3.24892857],"5.010,0.035,0.062,1414.,0.622,0.644,0.139,0.697,18",1429.0,1368.0,1398.0,1479.0,2.6698394921131308,0.1575934561005467,22.30442713722666,-9.494676537894572
258,3580,61.639688815,0.442142857142857,0.1605583717546142,0.0167316612188648,0.0414794589071139,[nan],-0.11,-0.02,-0.91,[3.2625],"5.010,0.035,0.067,1397.,0.622,0.644,0.139,0.670,18",1364.0,1400.0,1406.0,1401.0,2.746030892120064,0.2468212867667762,22.303222243776325,-9.494626581675991
259,3590,61.893128759999996,0.4435714285714286,0.1806288581760761,0.0163145380151916,0.0416452057705996,[nan],-0.05,-0.07,-0.94,[3.26607143],"5.010,0.035,0.074,1399.,0.622,0.644,0.139,0.663,18",1379.0,1375.0,1412.0,1408.0,2.7860620781921503,0.2098144926060253,22.30054364442866,-9.494530380811604
260,3600,62.126458204,0.4485714285714286,0.2002461762360911,-0.0060000360005831,0.0597086499508574,[nan],0.06,-0.11,-1.0,[3.27892857],"4.935,0.040,0.027,1403.,0.621,0.644,0.139,0.626,18",1447.0,1356.0,1408.0,1447.0,2.767141114961277,0.189967172019387,22.295871620415035,-9.49436147856352
261,3610,62.36527883299999,0.4592857142857143,0.2002461762360911,-0.0060000360005831,0.0597086499508574,[nan],-0.1,0.09,-1.08,[3.42428571],"5.010,0.033,0.017,1413.,0.622,0.645,0.139,0.327,18",1416.0,1391.0,1432.0,1419.0,2.762227010135789,0.2264372929502912,22.29014827562036,-9.494048115058863
262,3620,62.613329296,0.4671428571428573,0.2002954405451879,-0.0040000106667432,0.0398022831462127,[nan],-0.01,-0.07,-1.04,[3.4675],"5.010,0.035,0.007,1420.,0.622,0.645,0.139,0.260,18",1425.0,1377.0,1414.0,1434.0,2.7481625011348414,0.2085205052217966,22.28407138588358,-9.493659376241528
263,3630,62.866692443999995,0.4607142857142857,0.2002954405451879,-0.0040000106667432,0.0398022831462127,[nan],0.07,-0.12,-0.99,[3.51],"5.010,0.046,0.010,1414.,0.622,0.644,0.139,0.167,18",1405.0,1385.0,1414.0,1418.0,2.807736909164745,0.2435542678107117,22.281220871293584,-9.493537515762885
264,3640,63.10188261099999,0.4628571428571427,0.2204028978444654,-0.0044000141974567,0.0397600736532456,[nan],0.14,0.01,-1.11,[3.56678571],"5.010,0.035,-0.00,1416.,0.622,0.644,0.139,0.053,18",1438.0,1379.0,1395.0,1442.0,2.8191627546348137,0.2587715791027375,22.27573315850477,-9.493200995859322
265,3650,63.34549870299999,0.457142857142857,0.2206634271601158,0.0176775401082263,0.0220818638091178,[nan],0.03,-0.08,-1.17,[3.59571429],"5.010,0.041,-0.01,1411.,0.622,0.644,0.139,0.004,18",1444.0,1436.0,1441.0,1461.0,2.7802774516623656,0.3531988482735255,22.268778985847344,-9.492729876274268
266,3660,63.599612518,0.47,0.2206634271601158,0.0176775401082263,0.0220818638091178,[nan],-0.04,-0.05,-1.06,[3.59571429],"5.010,0.035,0.032,1423.,0.622,0.644,0.139,0.004,18",1415.0,1410.0,1396.0,1436.0,2.7943409238918453,0.2516251814901258,22.26052873355183,-9.492107327949933
267,3670,63.849027221,0.4435714285714286,0.2208261949726237,0.0154742181262041,0.04196453948479,[nan],0.07,0.06,-0.94,[3.59571429],"5.010,0.036,0.219,1399.,0.623,0.644,0.139,0.004,18",1395.0,1405.0,1369.0,1441.0,2.920600299475633,0.3588758984407106,22.25820778954609,-9.491985922510116
268,3680,64.083657925,0.4635714285714286,0.2213480000676153,0.0022131287683166,0.1614053100437968,[nan],0.11,0.15,-1.01,[3.59571429],"5.010,0.075,0.217,1417.,0.622,0.645,0.139,0.004,18",1438.0,1358.0,1389.0,1413.0,2.943388916344234,0.1929628167558112,22.252885944204422,-9.491764223149053
269,3690,64.35613661,0.4428571428571427,0.204680826837988,0.0434924460660344,0.1655205331540034,[nan],0.26,0.14,-1.03,[3.59571429],"5.010,0.152,0.104,1398.,0.622,0.644,0.139,0.004,18",1465.0,1329.0,1347.0,1445.0,3.073261370022657,0.2491802917295056,22.252711477864413,-9.491793547533272
270,3700,64.62148222100001,0.4171428571428572,0.1646115064415511,0.093208519242061,0.0880745322245421,[nan],0.08,0.02,-1.13,[3.59571429],"5.010,0.171,0.100,1375.,0.622,0.645,0.139,0.004,18",1439.0,1373.0,1353.0,1453.0,3.1694348573258284,0.3744184081414961,22.25308244600724,-9.491842248020811
271,3710,64.868502424,0.4235714285714286,0.1254246146059097,0.1149236408326959,0.0875356575864348,[nan],-0.08,-0.09,-0.91,[3.59571429],"5.010,0.157,0.094,1381.,0.622,0.645,0.139,0.004,18",1415.0,1297.0,1291.0,1428.0,3.268828347209305,0.2524308434768775,22.252740991306503,-9.491867140858504
272,3720,65.12849503499999,0.4442857142857143,0.0842642746071705,0.0966650642910473,0.0842642746071705,[nan],0.18,-0.03,-1.05,[3.59571429],"5.010,0.167,0.089,1399.,0.622,0.644,0.139,0.004,18",1434.0,1330.0,1340.0,1462.0,3.2573296647369183,0.1084366747998812,22.250117683072773,-9.491927277571117
273,3730,65.40866572,0.4542857142857143,0.024078533923613,0.099152162513427,0.0813203913890768,[nan],0.11,-0.01,-1.07,[3.59571429],"5.085,0.187,0.073,1408.,0.622,0.645,0.139,0.004,18",1458.0,1334.0,1361.0,1481.0,3.227065752304868,0.0586037348434102,22.247253889620435,-9.491895159335954
274,3740,65.642838387,0.465,-0.0160399951967135,0.1007601890870282,0.0793168373629103,[nan],-0.06,-0.0,-1.1,[3.59571429],"5.010,0.148,0.056,1418.,0.622,0.645,0.139,0.004,18",1471.0,1355.0,1366.0,1490.0,3.1655542802289856,0.022677534419339,22.243678006390628,-9.49176855274075
275,3750,65.901408276,0.4757142857142857,-0.0577226530396183,0.0817549269630004,0.0577226530396183,[nan],-0.13,0.08,-1.12,[3.59571429],"5.010,0.131,0.071,1428.,0.622,0.644,0.139,0.004,18",1431.0,1362.0,1389.0,1477.0,3.093333318372491,-0.0032810773013214,22.238553216938072,-9.491472853689622
276,3760,66.141065942,0.4778571428571427,-0.0784090687764293,0.0431413160810325,0.0784090687764293,[nan],-0.13,0.11,-0.97,[3.59571429],"5.010,0.078,0.146,1430.,0.622,0.644,0.139,0.004,18",1414.0,1351.0,1348.0,1465.0,3.0896973772863867,-0.0145546347135206,22.23621850830403,-9.491388581165902
277,3770,66.385759072,0.4628571428571427,-0.1186831973251338,0.0271301943490565,0.1186831973251338,[nan],-0.01,0.03,-1.21,[3.59571429],"5.010,0.077,0.189,1416.,0.622,0.644,0.139,0.004,18",1460.0,1367.0,1409.0,1494.0,3.017716348826523,0.1474858073389199,22.23170180588749,-9.49109838591382
278,3780,66.649165553,0.4557142857142857,-0.1396691404351127,0.0112002341678854,0.1597824291310411,[nan],-0.08,0.06,-1.13,[3.59571429],"5.010,0.097,0.106,1410.,0.622,0.645,0.139,0.004,18",1438.0,1324.0,1390.0,1466.0,3.017942502921598,0.2013385849979104,22.22892386039527,-9.490881994890003
279,3790,66.900053497,0.4407142857142856,-0.1590092718342312,0.0279134212750189,0.0981446392801424,[nan],-0.25,0.08,-1.08,[3.59571429],"5.010,0.114,0.018,1396.,0.622,0.644,0.139,0.004,18",1399.0,1367.0,1394.0,1450.0,3.079507650292481,0.264900797271803,22.22760585108047,-9.490807414704072
280,3800,67.142977719,0.4171428571428572,-0.1599897286453984,0.0215355553276959,0.0183391709783367,[nan],-0.04,0.06,-1.01,[3.59571429],"5.010,0.089,-0.05,1375.,0.622,0.644,0.139,0.004,18",1411.0,1346.0,1369.0,1448.0,3.170874989246516,0.3758946234781269,22.22788459256988,-9.49081215444813
281,3810,67.39976609,0.4357142857142856,-0.1601951390744176,0.019936214620974,-0.001600318697862,[nan],-0.0,0.09,-1.04,[3.59571429],"5.010,0.075,-0.01,1392.,0.622,0.644,0.139,0.004,18",1357.0,1319.0,1335.0,1431.0,3.244068416124069,0.1864345312847226,22.22622318928052,-9.490841357356606
282,3820,67.67766605199999,0.4128571428571427,-0.160171160067318,0.0,-0.0,[nan],-0.07,0.07,-0.92,[3.59571429],"5.085,0.074,0.075,1371.,0.622,0.644,0.139,0.004,18",1350.0,1335.0,1364.0,1405.0,3.3872020781527192,0.2507232874028889,22.22786691750709,-9.490844988075375
283,3830,67.926512256,0.4292857142857143,-0.1601394647376678,0.0032000054613585,0.0398745378860815,[nan],-0.19,0.04,-1.0,[3.59571429],"5.010,0.080,0.189,1386.,0.622,0.645,0.139,0.004,18",1374.0,1356.0,1377.0,1442.0,3.398216928048024,0.1239657807961722,22.226487936883487,-9.490890837721
284,3840,68.187178163,0.4628571428571427,-0.1411809923497041,-0.0101009255177366,0.1411809923497041,[nan],-0.07,0.08,-1.01,[3.59571429],"5.010,0.113,0.194,1416.,0.622,0.644,0.139,0.004,18",1422.0,1331.0,1396.0,1473.0,3.3113891545428724,-0.065603321236378,22.222123750457506,-9.490927172380776
285,3850,68.420426422,0.4414285714285713,-0.1396691404351127,0.0112002341678854,0.1597824291310411,[nan],0.01,-0.01,-1.05,[3.59571429],"5.010,0.135,0.166,1397.,0.622,0.644,0.139,0.004,18",1399.0,1352.0,1387.0,1456.0,3.340155295737174,0.0751746673972817,22.22237512018249,-9.490932054179764
286,3860,68.669271626,0.442142857142857,-0.138407623865953,0.0297051221668274,0.138407623865953,[nan],-0.03,-0.06,-1.05,[3.59571429],"5.010,0.160,0.130,1397.,0.622,0.644,0.139,0.004,18",1406.0,1350.0,1387.0,1439.0,3.3461779557522617,0.0661021532256868,22.221168332849487,-9.490912464320912
287,3870,68.925373496,0.4492857142857143,-0.116436637660373,0.0670066367308215,0.116436637660373,[nan],-0.16,-0.01,-0.97,[3.59571429],"5.010,0.166,0.130,1404.,0.622,0.644,0.139,0.004,18",1410.0,1356.0,1378.0,1445.0,3.321574664785304,0.0316061648691503,22.21892955451414,-9.490867149555212
288,3880,69.176316626,0.4507142857142857,-0.1371523076634368,0.0668001500266091,0.0957435565222419,[nan],-0.13,0.01,-1.06,[3.59571429],"5.010,0.174,0.135,1405.,0.622,0.644,0.139,0.004,18",1419.0,1362.0,1373.0,1460.0,3.29129267246662,0.0443372642945042,22.21650521127633,-9.490790303626056
289,3890,69.414060088,0.4485714285714286,-0.1364797631855349,0.0681701215389718,0.1157613186721722,[nan],-0.03,-0.01,-1.0,[3.59571429],"5.010,0.160,0.127,1403.,0.621,0.644,0.139,0.004,18",1416.0,1364.0,1397.0,1440.0,3.2704350439853824,0.0718998108079324,22.21449606444357,-9.490713413243478
290,3900,69.662344422,0.4464285714285713,-0.1371523076634368,0.0668001500266091,0.0957435565222419,[nan],0.01,0.06,-0.92,[3.59571429],"5.010,0.152,0.124,1401.,0.622,0.644,0.139,0.004,18",1410.0,1353.0,1374.0,1449.0,3.269693847582998,0.0916282377821205,22.21258287511881,-9.490642545761302
291,3910,69.91471431,0.45,-0.1371523076634368,0.0668001500266091,0.0957435565222419,[nan],-0.09,0.02,-1.02,[3.59571429],"5.010,0.130,0.109,1405.,0.622,0.644,0.139,0.004,18",1413.0,1374.0,1391.0,1428.0,3.260038518907188,0.0695391471425833,22.21083297058318,-9.490585355945315
292,3920,70.160562903,0.4707142857142857,-0.1371523076634368,0.0668001500266091,0.0957435565222419,[nan],-0.06,-0.06,-1.07,[3.59571429],"5.010,0.078,0.109,1423.,0.622,0.644,0.139,0.004,18",1434.0,1386.0,1401.0,1457.0,3.165786977437908,-0.0168889667653033,22.205874371378968,-9.490372057881368
293,3930,70.413172829,0.46,-0.1399407615602829,0.0070000571679271,0.0997973268440509,[nan],0.09,-0.06,-1.11,[3.59571429],"5.010,0.053,0.080,1414.,0.622,0.645,0.139,0.004,18",1449.0,1376.0,1417.0,1489.0,3.092983853924618,0.1161900805452623,22.20113195672656,-9.490060745521774
294,3940,70.68471936499999,0.4542857142857143,-0.140816575617775,-0.0143343816257388,0.0812332105942889,[nan],-0.07,0.1,-1.02,[3.59571429],"5.010,0.068,0.048,1408.,0.622,0.644,0.139,0.004,18",1438.0,1353.0,1393.0,1478.0,3.106825262952152,0.1498716887570137,22.198510213856267,-9.489926820904817
295,3950,70.928198236,0.4392857142857143,-0.1600443384862905,0.0064000436914721,0.0797655476882056,[nan],-0.16,0.06,-1.03,[3.59571429],"5.010,0.076,0.007,1395.,0.622,0.644,0.139,0.004,18",1427.0,1335.0,1382.0,1450.0,3.1653828126378185,0.2175086832185871,22.197905833173703,-9.489910604517764
296,3960,71.202428235,0.4364285714285713,-0.1601394647376678,0.0032000054613585,0.0398745378860815,[nan],0.01,0.02,-1.05,[3.59571429],"5.010,0.061,0.008,1392.,0.622,0.644,0.139,0.004,18",1424.0,1371.0,1394.0,1476.0,3.1672261732255538,0.2383043013893712,22.19550136003697,-9.489835535601404
297,3970,71.446662698,0.4464285714285713,-0.160384686608055,-0.0183349179943808,0.021539176190107,[nan],-0.04,-0.02,-1.07,[3.59571429],"5.010,0.075,0.045,1401.,0.622,0.644,0.139,0.004,18",1386.0,1367.0,1389.0,1448.0,3.18900500250613,0.1531044876551738,22.19225750618482,-9.489726141947544
298,3980,71.70307054999999,0.4385714285714286,-0.1605583717546142,-0.0167316612188646,0.0414794589071139,[nan],0.02,-0.1,-1.0,[3.59571429],"5.010,0.074,0.050,1394.,0.622,0.645,0.139,0.004,18",1402.0,1343.0,1374.0,1447.0,3.2322266127489807,0.177180199960557,22.19122229573798,-9.48969644360674
299,3990,71.967759642,0.452142857142857,-0.1607161899947807,-0.0151264394291903,0.0614232260896929,[nan],-0.11,-0.1,-1.03,[3.59571429],"5.010,0.069,0.077,1406.,0.622,0.645,0.139,0.004,18",1413.0,1371.0,1391.0,1443.0,3.2054970091114856,0.0980592958331003,22.188143021012326,-9.48961082203879
300,4000,72.220981198,0.4385714285714286,-0.1608581317705349,-0.013519247122449,0.0813725406666385,[nan],-0.09,-0.07,-1.01,[3.59571429],"5.010,0.060,0.076,1394.,0.622,0.645,0.139,0.004,18",1405.0,1356.0,1391.0,1430.0,3.2388481962008284,0.1745455159450663,22.187326882897384,-9.489579920049705
301,4010,72.460804753,0.4392857142857143,-0.1608581317705349,-0.013519247122449,0.0813725406666385,[nan],0.1,-0.02,-1.0,[3.59571429],"5.010,0.056,0.074,1395.,0.622,0.645,0.139,0.004,18",1419.0,1343.0,1376.0,1436.0,3.2740544467056707,0.1440352806421871,22.18565422057265,-9.489539461813369
302,4020,72.725459512,0.4435714285714286,-0.140816575617775,-0.0143343816257388,0.0812332105942889,[nan],-0.01,0.01,-1.02,[3.59571429],"5.010,0.069,0.059,1399.,0.623,0.645,0.139,0.004,18",1430.0,1346.0,1367.0,1443.0,3.279165543795429,0.107015153755747,22.184227616272945,-9.489511294923256
303,4030,72.99444266,0.4414285714285713,-0.1600998361423773,0.0048000184321912,0.0598169526816779,[nan],-0.07,-0.05,-1.02,[3.59571429],"5.010,0.112,0.103,1397.,0.622,0.644,0.139,0.004,18",1411.0,1356.0,1372.0,1446.0,3.28248119262262,0.1228548097055362,22.18279561043788,-9.48947639839188
304,4040,73.24422301199999,0.4314285714285714,-0.1793411726713481,0.027105077544353,0.0779144335242438,[nan],-0.06,-0.05,-1.04,[3.59571429],"5.010,0.106,0.139,1388.,0.622,0.644,0.139,0.004,18",1440.0,1357.0,1350.0,1455.0,3.308968299688956,0.1760579127151595,22.182085930819465,-9.48945813768355
305,4050,73.485955827,0.4371428571428573,-0.1988331109191978,0.0318679212468746,0.1175049095184598,[nan],0.14,0.04,-0.94,[3.59571429],"5.010,0.090,0.118,1393.,0.622,0.645,0.139,0.004,18",1454.0,1326.0,1358.0,1464.0,3.303861912186889,0.1363408183708091,22.17989870778365,-9.489408993664808
306,4060,73.754967623,0.4442857142857143,-0.2402860765737687,0.012000288018664,0.0993217569303515,[nan],0.0,-0.11,-0.95,[3.55964286],"5.010,0.062,0.067,1399.,0.622,0.643,0.139,0.120,18",1455.0,1321.0,1339.0,1471.0,3.3052061737427563,0.0765125671109502,22.178368811884383,-9.489378209084176
307,4070,74.006497308,0.4221428571428572,-0.2808005321065334,0.0084000987871366,0.0594188683897596,[nan],0.02,0.01,-1.01,[3.25214286],"5.010,0.163,-0.01,1379.,0.622,0.644,0.139,0.762,18",1428.0,1298.0,1340.0,1484.0,3.275940500316197,0.0295879530732657,22.17643379324032,-9.48933523458578
308,4080,74.239185011,0.4307142857142856,-0.320751247999249,0.0458845675778696,0.0331093589733086,[nan],-0.0,0.09,-0.94,[3.1],"4.935,0.203,0.034,1387.,0.622,0.644,0.139,0.995,18",1396.0,1326.0,1340.0,1456.0,3.231886698121077,-0.1161137923758099,22.174972166231,-9.489336611833474
309,4090,74.484286789,0.4335714285714286,-0.3206096709883533,0.0656346131156633,0.0299272286196717,[nan],-0.02,0.07,-0.94,[3.1],"4.935,0.175,0.072,1390.,0.622,0.644,0.139,0.995,18",1401.0,1356.0,1357.0,1433.0,3.181936327613144,-0.1022852619173879,22.17490018449909,-9.48933785842662
310,4100,74.744367789,0.4614285714285713,-0.3187365496536892,0.0586371495311235,0.1122386616908844,[nan],0.07,-0.09,-1.04,[3.1],"-10.8,0.105,0.246,1415.,0.622,0.644,0.139,0.995,18",1371.0,1406.0,1399.0,1425.0,3.069242328602722,-0.2301312248434447,22.17192644085732,-9.489318565127329
311,4110,74.997075604,0.4657142857142857,-0.3602560327065651,0.0360077805384646,0.1971150075812805,[nan],0.1,-0.11,-1.14,[3.1],"-22.0,0.098,0.196,1419.,0.622,0.644,0.139,0.995,18",1420.0,1371.0,1430.0,1461.0,2.9512980306275,-0.1724193411250549,22.169454060128,-9.489224815537808
312,4120,75.257147215,0.452142857142857,-0.4454202483584127,-0.0081112698558614,0.1455068103205175,[nan],-0.25,0.07,-0.99,[3.1],"-16.8,0.138,0.089,1406.,0.622,0.644,0.139,0.995,18",1317.0,1376.0,1410.0,1399.0,2.917198175970723,-0.0500153900006125,22.16914509891,-9.489252682451594
313,4130,75.488715659,0.4414285714285713,-0.5049988051198031,0.0200013335733906,0.0774865401749335,[nan],-0.05,0.11,-1.05,[3.1],"12.48,0.135,0.097,1397.,0.622,0.644,0.139,0.995,18",1414.0,1339.0,1337.0,1472.0,2.9307726410637573,0.0195930562846139,22.169035925148066,-9.489282216734235
314,4140,75.735898159,0.4392857142857143,-0.4833696826193361,0.043402281760398,0.0923613991758069,[nan],-0.08,0.06,-1.06,[3.1],"40.01,0.137,0.088,1395.,0.622,0.644,0.139,0.995,18",1459.0,1297.0,1322.0,1512.0,2.922990769615985,0.0419894933355607,22.168229163659365,-9.489265687392916
315,4150,75.981271084,0.42,-0.3810029707787535,0.0386187802141682,0.0944566261792904,[nan],-0.12,0.03,-1.11,[3.1],"47.78,0.139,0.100,1378.,0.622,0.644,0.139,0.995,18",1428.0,1331.0,1364.0,1480.0,2.8822083393495688,0.2152966357382115,22.16770184699285,-9.489408355930273
316,4160,76.243089899,0.4014285714285713,-0.1982456113955327,0.04976169686894,0.0956167162577882,[nan],0.05,0.11,-0.87,[3.1],"46.81,0.045,0.112,1361.,0.622,0.644,0.139,0.995,18",1381.0,1337.0,1365.0,1423.0,3.0095951542392525,0.2610112831417188,22.17007491225304,-9.489451706943113
317,4170,76.48124301,0.4542857142857143,-0.0391771191651348,0.0215806640337443,0.0796185676364036,[nan],-0.05,-0.01,-1.03,[3.1],"48.68,0.023,0.090,1408.,0.622,0.643,0.139,0.995,18",1397.0,1363.0,1402.0,1459.0,2.873155990496386,-0.0351305239833835,22.16512972363008,-9.489628569638812
318,4180,76.744709454,0.4364285714285713,0.1585589655602904,-0.0462481305547743,0.0766200837465205,[nan],-0.11,0.03,-1.05,[3.1],"48.08,0.024,0.110,1392.,0.622,0.644,0.139,0.995,18",1363.0,1361.0,1424.0,1446.0,2.891791042931728,0.0836184253097589,22.165260629447385,-9.48965419508264
319,4190,77.002277158,0.435,0.340695615193109,-0.0332977753492707,0.0754799412156347,[nan],0.02,-0.1,-0.94,[3.1],"36.42,0.089,0.059,1391.,0.622,0.644,0.139,0.995,18",1356.0,1336.0,1412.0,1402.0,2.951536059682156,0.0535868575605592,22.16573348496286,-9.489709754211804
320,4200,77.27769441699999,0.4414285714285713,0.4858821147247049,0.0244065465000107,0.0678784985463769,[nan],-0.04,-0.05,-1.07,[3.1],"18.32,0.226,-0.01,1397.,0.622,0.645,0.139,0.995,18",1360.0,1337.0,1433.0,1408.0,2.9434821569190888,0.0140861157315215,22.1645810820755,-9.489720139723524
321,4210,77.510487287,0.4442857142857143,0.5495131684737444,0.1402962433186614,0.0187804102728509,[nan],-0.21,-0.07,-1.05,[3.1],"22.95,0.311,-0.04,1399.,0.622,0.644,0.139,0.995,18",1411.0,1342.0,1385.0,1465.0,2.9009115554220304,0.0196831263904767,22.1626805130986,-9.48969820725415
322,4220,77.753289195,0.4764285714285713,0.6135792524644406,0.1839407312803676,0.0162966837643899,[nan],0.02,-0.01,-1.02,[3.1],"36.19,0.261,-0.01,1428.,0.622,0.645,0.139,0.995,18",1429.0,1335.0,1368.0,1458.0,2.7948761570436336,-0.1419962101791796,22.15828603867828,-9.489573788242136
323,4230,78.002481343,0.4342857142857143,0.6990435611039472,0.1573627685277865,0.0361147226728587,[nan],-0.03,0.01,-1.04,[3.1],"25.12,0.177,0.073,1390.,0.622,0.644,0.139,0.995,18",1425.0,1353.0,1380.0,1443.0,2.829247265524777,0.1455835313871107,22.15984661237438,-9.489649473709214
324,4240,78.246507398,0.4457142857142857,0.7412281020028406,0.1047072922613991,0.0621998805803508,[nan],-0.09,0.03,-1.06,[3.1],"5.010,0.168,-0.02,1401.,0.622,0.644,0.139,0.995,18",1391.0,1350.0,1432.0,1349.0,2.8388049157015818,0.0564528550806913,22.15851634646436,-9.489654557740828
325,4250,78.49933562,0.44,0.7188703901872671,0.1124157649197596,0.0422793829271779,[nan],-0.1,-0.04,-1.01,[3.1],"-11.1,0.176,-0.04,1396.,0.622,0.645,0.139,0.995,18",1381.0,1394.0,1434.0,1373.0,2.8527865195163176,0.0859376279427817,22.15757275706672,-9.489634729685156
326,4260,78.758309712,0.4535714285714286,0.6115831520409156,0.1205313788749578,0.017084819487418,[nan],-0.11,0.03,-1.02,[3.1],"-22.5,0.172,-0.04,1408.,0.622,0.645,0.139,0.995,18",1401.0,1377.0,1413.0,1391.0,2.832524164011748,0.0010763493732001,22.15557595602901,-9.489608996336656
327,4270,79.01213704599999,0.4585714285714286,0.4862257694468893,0.1213615332558346,0.0094926563127128,[nan],0.04,-0.08,-1.05,[3.1],"-26.4,0.165,-0.03,1412.,0.622,0.644,0.139,0.995,18",1421.0,1373.0,1428.0,1400.0,2.786213524978318,0.0010637377495631,22.15315364148996,-9.489528263371424
328,4280,79.273254286,0.4328571428571429,0.3642436549666835,0.0947762382947161,0.0378256194419016,[nan],0.07,-0.09,-1.02,[3.1],"-12.4,0.093,0.142,1389.,0.622,0.645,0.139,0.995,18",1430.0,1361.0,1387.0,1421.0,2.8104339483744925,0.1738726136583463,22.15331520158616,-9.48953665471964
329,4290,79.516261045,0.4671428571428573,0.2842717462533907,0.0424853705397751,0.1274042237352804,[nan],-0.03,-0.05,-1.12,[3.1],"4.861,0.151,0.189,1420.,0.622,0.644,0.139,0.995,18",1473.0,1319.0,1405.0,1456.0,2.740822046120793,-0.0334209757674479,22.148564237873767,-9.489395712269143
330,4300,79.791883471,0.4457142857142857,0.2895355802847513,0.073344163869929,0.1929721809372654,[nan],0.2,-0.03,-0.93,[3.1],"5.010,0.167,0.086,1401.,0.622,0.644,0.139,0.995,18",1433.0,1353.0,1412.0,1376.0,2.806033177587837,0.0781304648843835,22.14960668326938,-9.489469258934108
331,4310,80.033334749,0.4635714285714286,0.2888981513550026,0.1017565934961217,0.1363056553501615,[nan],-0.18,0.01,-0.97,[3.1],"5.010,0.127,0.055,1417.,0.622,0.644,0.139,0.995,18",1401.0,1412.0,1418.0,1363.0,2.78802369990679,-0.0384395260839231,22.14774527121007,-9.48947379014668
332,4320,80.293839823,0.4678571428571427,0.3058627022994117,0.0867698767943709,0.094423785853945,[nan],0.03,-0.05,-1.15,[3.1],"3.514,0.135,0.038,1421.,0.622,0.644,0.139,0.995,18",1428.0,1380.0,1433.0,1429.0,2.704590819860101,-0.0096982441412073,22.14439213891208,-9.48935208141924
333,4330,80.544205526,0.45,0.3040223105387971,0.0700509481578166,0.0714812737267843,[nan],-0.01,-0.05,-1.06,[3.1],"5.010,0.133,0.017,1405.,0.622,0.644,0.139,0.995,18",1401.0,1386.0,1439.0,1412.0,2.6963851243654013,0.1299263591908502,22.142689809451863,-9.489242553259183
334,4340,80.789450008,0.4685714285714286,0.303329612399183,0.0730789522192121,0.051667790764172,[nan],-0.06,-0.04,-1.09,[3.1],"5.010,0.130,-0.01,1421.,0.622,0.645,0.139,0.995,18",1443.0,1367.0,1416.0,1452.0,2.6264612961855924,0.0409450750947059,22.13823347833916,-9.488965364617815
335,4350,81.052103415,0.4907142857142856,0.2815946641947063,0.079230325298631,0.0112354822579627,[nan],-0.16,-0.06,-1.15,[3.1],"5.010,0.106,-0.04,1441.,0.622,0.644,0.139,0.995,18",1429.0,1405.0,1420.0,1471.0,2.5187373367441337,-0.0421020436183226,22.132151461558987,-9.488490217643765
336,4360,81.295686137,0.4657142857142857,0.2608936391932581,0.0396628888903569,0.005204116349428,[nan],-0.07,0.08,-1.07,[3.1],"5.010,0.127,-0.05,1419.,0.622,0.644,0.139,0.995,18",1435.0,1382.0,1422.0,1476.0,2.494714077786109,0.1567880923074709,22.12964848012872,-9.488250447231264
337,4370,81.541958322,0.465,0.2403079792277166,0.0619758748346528,-0.0126700659570262,[nan],-0.08,0.04,-0.91,[3.1],"5.010,0.095,-0.05,1418.,0.622,0.645,0.139,0.995,18",1410.0,1400.0,1403.0,1448.0,2.496976631780172,0.1602574162725458,22.12508825175178,-9.48788681495294
